date,close,volume,margin_balance,turnover_value,foreign_net,investment_trust_net,dealer_net,margin_maintenance_pct,margin_top10_concentration_pct,margin_hhi,margin_top3_industry_concentration_pct,short_margin_ratio_pct,high_margin_cap_exposure_pct
2023-10-20,16440.72,6106263984.0,226011951000.0,283950950548.0,-7304326685.0,3065163417.0,-6033883610.0,161.86,21.874,82.8514,53.6961,4.1565,4.6638
2023-10-23,16251.36,4924750878.0,225259791000.0,217425490039.0,-14190878110.0,339065320.0,-5220079110.0,160.8403,21.3758,80.4027,53.5186,4.1991,4.7358
2023-10-24,16309.76,5390408686.0,225879890000.0,235923724334.0,-13213113527.0,3186996672.0,-1031661598.0,163.1922,21.5689,81.4299,53.8123,4.1268,4.741
2023-10-25,16358.89,5418274280.0,226921736000.0,239793721152.0,-7500599115.0,5462656555.0,25557804.0,164.0011,21.6862,81.5658,54.1242,4.1877,4.7124
2023-10-26,16073.74,5682316816.0,226932201000.0,244201948976.0,-28688153332.0,1954411307.0,-11921912017.0,160.3779,21.3973,80.3104,53.7175,4.1946,3.4539
2023-10-27,16134.61,4562736668.0,226270558000.0,216734504941.0,-8988649910.0,2627089628.0,-1939220539.0,160.827,21.5409,80.505,53.7797,4.3511,3.4769
2023-10-30,16149.68,4531453026.0,226256230000.0,218941350073.0,-6787272368.0,3806903213.0,-1190050962.0,161.7875,21.6339,80.696,54.1623,4.4168,3.6029
2023-10-31,16001.27,5582483354.0,223458771000.0,274361107900.0,-17297291529.0,4689835340.0,-5781568704.0,157.5038,20.9355,77.1507,53.8014,4.3128,3.434
2023-11-01,16038.56,4679344798.0,223981592000.0,216809401604.0,-6051313099.0,2452231315.0,-1294083513.0,159.0247,21.1589,78.1519,54.1352,4.3332,3.4892
2023-11-02,16396.95,5467497722.0,224758204000.0,268135473557.0,15949863574.0,2712796727.0,2449241659.0,162.9282,21.3969,78.9385,54.8782,4.4857,3.5327
2023-11-03,16507.65,5758266681.0,223981913000.0,271555971293.0,9083815441.0,3483442770.0,626789846.0,163.2404,21.1598,78.055,54.6256,4.4984,4.2281
